ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI,AGI_num,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Price_Index,Color,Probability,IncomeLow,IncomeHigh,HouseLow,HouseHigh
11225,Brooklyn,Flatbush,2005,"$801,585,000 ","25,506","$31,427 ",31427,,,,,,,N,6,"Prospect Park, Parkside Av, Botanic Garden, President St, Sterling St, Winthrop St",5,"B, Q, S, 2, 5",7,0,5.737,0.9,40.663046,-73.954219,"11238, 11216, 11213, 11203, 11226, 11215",0,purple,38,43487.57892,64127.4283,0.822550449,0.978768815
11225,Brooklyn,Flatbush,2006,"$865,074,000 ","26,166","$33,061 ",33061,,,,,,,N,6,"Prospect Park, Parkside Av, Botanic Garden, President St, Sterling St, Winthrop St",5,"B, Q, S, 2, 5",7,0,5.737,0.9,40.663046,-73.954219,"11238, 11216, 11213, 11203, 11226, 11215",0,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11225,Brooklyn,Flatbush,2007,"$962,300,000 ","29,118","$33,048 ",33048,,,,,,,N,6,"Prospect Park, Parkside Av, Botanic Garden, President St, Sterling St, Winthrop St",5,"B, Q, S, 2, 5",7,0,5.737,0.9,40.663046,-73.954219,"11238, 11216, 11213, 11203, 11226, 11215",0,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11225,Brooklyn,Flatbush,2008,"$985,346,000 ","27,616","$35,680 ",35680,,,,,,,N,6,"Prospect Park, Parkside Av, Botanic Garden, President St, Sterling St, Winthrop St",5,"B, Q, S, 2, 5",7,0,5.737,0.9,40.663046,-73.954219,"11238, 11216, 11213, 11203, 11226, 11215",0,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
11225,Brooklyn,Flatbush,2009,"$1,001,094,000 ","28,078","$35,654 ",35654,,,,,,,N,6,"Prospect Park, Parkside Av, Botanic Garden, President St, Sterling St, Winthrop St",5,"B, Q, S, 2, 5",7,0,5.737,0.9,40.663046,-73.954219,"11238, 11216, 11213, 11203, 11226, 11215",0,purple,38,43818.55709,64797.35987,0.83252179,0.960932841
11226,Brooklyn,Flatbush,2001,"$1,103,144,000 ","38,543","$28,621 ",28621,,,,,,,N,6,"Beverley Rd, Cortelyou Rd, Newkirk Plaza, Church Av, Beverly Rd, Newkirk Av",4,"B, Q, 2, 5",5,0,40.128,1.3,40.646448,-73.956649,"11215, 11225, 11203, 11210, 11230, 11218",0,purple,38,52061.08675,80382.83593,0,0
11226,Brooklyn,Flatbush,2002,"$1,116,570,000 ","37,815","$29,527 ",29527,,,,,,,N,6,"Beverley Rd, Cortelyou Rd, Newkirk Plaza, Church Av, Beverly Rd, Newkirk Av",4,"B, Q, 2, 5",5,0,40.128,1.3,40.646448,-73.956649,"11215, 11225, 11203, 11210, 11230, 11218",0,purple,38,51446.63339,78836.50594,0,0
11228,Brooklyn,Southwest Brooklyn,2001,"$751,393,000 ","12,965","$57,955 ",57955,,,,,,,Y,1,71 St,1,D,5,0,10.931,1.5,40.616695,-74.013047,"11209, 11219, 11204, 11214",0,purple,38,52061.08675,80382.83593,0,0
11228,Brooklyn,Southwest Brooklyn,2002,"$749,242,000 ","12,743","$58,796 ",58796,,,,,,,Y,1,71 St,1,D,5,0,10.931,1.5,40.616695,-74.013047,"11209, 11219, 11204, 11214",0,purple,38,51446.63339,78836.50594,0,0
11229,Brooklyn,Southern Brooklyn,2001,"$1,378,860,000 ","25,778","$53,490 ",53490,,,,,,,Y,3,"Kings Hwy, Avenue U, Neck Rd",2,"B, Q",9,0,9.123,2.2,40.601293,-73.944493,"11235, 11223, 11230, 11210, 11234",0,purple,38,52061.08675,80382.83593,0,0
11229,Brooklyn,Southern Brooklyn,2002,"$1,355,793,000 ","25,450","$53,273 ",53273,,,,,,,Y,3,"Kings Hwy, Avenue U, Neck Rd",2,"B, Q",9,0,9.123,2.2,40.601293,-73.944493,"11235, 11223, 11230, 11210, 11234",0,purple,38,51446.63339,78836.50594,0,0
11229,Brooklyn,Southern Brooklyn,2004,"$1,407,210,000 ","31,575","$44,567 ",44567,,,,,,,Y,3,"Kings Hwy, Avenue U, Neck Rd",2,"B, Q",9,0,9.123,2.2,40.601293,-73.944493,"11235, 11223, 11230, 11210, 11234",0,purple,38,43532.17044,63267.33923,0,0
11229,Brooklyn,Southern Brooklyn,2005,"$1,495,367,000 ","31,438","$47,566 ",47566,,,,,,,Y,3,"Kings Hwy, Avenue U, Neck Rd",2,"B, Q",9,0,9.123,2.2,40.601293,-73.944493,"11235, 11223, 11230, 11210, 11234",0,purple,38,43487.57892,64127.4283,0.822550449,0.978768815
11229,Brooklyn,Southern Brooklyn,2006,"$1,608,684,000 ","33,715","$47,714 ",47714,,,,,,,Y,3,"Kings Hwy, Avenue U, Neck Rd",2,"B, Q",9,0,9.123,2.2,40.601293,-73.944493,"11235, 11223, 11230, 11210, 11234",0,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11229,Brooklyn,Southern Brooklyn,2007,"$1,737,668,000 ","36,496","$47,613 ",47613,,,,,,,Y,3,"Kings Hwy, Avenue U, Neck Rd",2,"B, Q",9,0,9.123,2.2,40.601293,-73.944493,"11235, 11223, 11230, 11210, 11234",0,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11229,Brooklyn,Southern Brooklyn,2008,"$1,732,322,000 ","33,973","$50,991 ",50991,,,,,,,Y,3,"Kings Hwy, Avenue U, Neck Rd",2,"B, Q",9,0,9.123,2.2,40.601293,-73.944493,"11235, 11223, 11230, 11210, 11234",0,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
11229,Brooklyn,Southern Brooklyn,2009,"$1,698,165,000 ","33,449","$50,769 ",50769,,,,,,,Y,3,"Kings Hwy, Avenue U, Neck Rd",2,"B, Q",9,0,9.123,2.2,40.601293,-73.944493,"11235, 11223, 11230, 11210, 11234",0,purple,38,43818.55709,64797.35987,0.83252179,0.960932841
11229,Brooklyn,Southern Brooklyn,2010,"$1,763,840,000 ","33,698","$52,343 ",52343,,,,,,,Y,3,"Kings Hwy, Avenue U, Neck Rd",2,"B, Q",9,0,9.123,2.2,40.601293,-73.944493,"11235, 11223, 11230, 11210, 11234",0,purple,38,44081.30464,64251.15544,0.791133741,0.921456724
11229,Brooklyn,Southern Brooklyn,2011,"$1,788,379,000 ","33,981","$52,629 ",52629,"$48,683.00 ","$65,115.00 ",$345.72 ,53.40%,4.70%,41.80%,Y,3,"Kings Hwy, Avenue U, Neck Rd",2,"B, Q",9,0,9.123,2.2,40.601293,-73.944493,"11235, 11223, 11230, 11210, 11234",0,purple,38,43502.16391,62963.96339,0.749871815,0.846616676
11229,Brooklyn,Southern Brooklyn,2012,"$1,868,583,000 ","34,460","$54,225 ",54225,"$49,629.00 ","$65,627.00 ",$342.23 ,53.30%,5.00%,41.70%,Y,3,"Kings Hwy, Avenue U, Neck Rd",2,"B, Q",9,0,9.123,2.2,40.601293,-73.944493,"11235, 11223, 11230, 11210, 11234",0,purple,38,43806.49461,64178.36753,0.743871403,0.814889738
11230,Brooklyn,Borough Park,2001,"$1,344,994,000 ","23,334","$57,641 ",57641,,,,,,,N,5,"Avenue H, Avenue J, Avenue M, Bay Pkwy, Avenue P",3,"B, Q, F",5,0,11.075,1.8,40.622164,-73.965105,"11204, 11218, 11226, 11210, 11229, 11223",0,purple,38,52061.08675,80382.83593,0,0
11230,Brooklyn,Borough Park,2002,"$1,327,951,000 ","22,928","$57,918 ",57918,,,,,,,N,5,"Avenue H, Avenue J, Avenue M, Bay Pkwy, Avenue P",3,"B, Q, F",5,0,11.075,1.8,40.622164,-73.965105,"11204, 11218, 11226, 11210, 11229, 11223",0,purple,38,51446.63339,78836.50594,0,0
11231,Brooklyn,Northwest Brooklyn,2001,"$837,194,000 ","12,913","$64,833 ",64833,,,,,,,Y,2,"Carroll St, Smith - 9 Sts",2,"F, G",20,0,79.19,1.4,40.677916,-74.005154,"11201, 11217, 11215",0,purple,38,52061.08675,80382.83593,0,0
11231,Brooklyn,Northwest Brooklyn,2002,"$786,276,000 ","12,781","$61,519 ",61519,,,,,,,Y,2,"Carroll St, Smith - 9 Sts",2,"F, G",20,0,79.19,1.4,40.677916,-74.005154,"11201, 11217, 11215",0,purple,38,51446.63339,78836.50594,0,0
11232,Brooklyn,Sunset Park,2001,"$242,617,000 ","7,909","$30,676 ",30676,,,,,,,Y,3,"25 St, 36 St, 9 Av",3,"R, D, N",3,0,26.864,1.3,40.656546,-74.007355,"11215, 11218, 11219, 11220",0,purple,38,52061.08675,80382.83593,0,0
11232,Brooklyn,Sunset Park,2002,"$241,482,000 ","7,821","$30,876 ",30876,,,,,,,Y,3,"25 St, 36 St, 9 Av",3,"R, D, N",3,0,26.864,1.3,40.656546,-74.007355,"11215, 11218, 11219, 11220",0,purple,38,51446.63339,78836.50594,0,0
11233,Brooklyn,Central Brooklyn,2001,"$537,883,000 ","19,255","$27,935 ",27935,,,,,,,N,3,"Utica Av, Ralph Av, Rockaway Av",2,"A, C",34,0,25.299,1.4,40.678308,-73.919936,"11207, 11221, 11216, 11213, 11212",0,purple,38,52061.08675,80382.83593,0,0
11233,Brooklyn,Central Brooklyn,2002,"$558,713,000 ","19,027","$29,364 ",29364,,,,,,,N,3,"Utica Av, Ralph Av, Rockaway Av",2,"A, C",34,0,25.299,1.4,40.678308,-73.919936,"11207, 11221, 11216, 11213, 11212",0,purple,38,51446.63339,78836.50594,0,0
11233,Brooklyn,Central Brooklyn,2004,"$607,936,000 ","22,134","$27,466 ",27466,,,,,,,N,3,"Utica Av, Ralph Av, Rockaway Av",2,"A, C",34,0,25.299,1.4,40.678308,-73.919936,"11207, 11221, 11216, 11213, 11212",0,purple,38,43532.17044,63267.33923,0,0
11233,Brooklyn,Central Brooklyn,2005,"$637,175,000 ","22,541","$28,267 ",28267,,,,,,,N,3,"Utica Av, Ralph Av, Rockaway Av",2,"A, C",34,0,25.299,1.4,40.678308,-73.919936,"11207, 11221, 11216, 11213, 11212",0,purple,38,43487.57892,64127.4283,0.822550449,0.978768815
11233,Brooklyn,Central Brooklyn,2006,"$688,275,000 ","23,564","$29,209 ",29209,,,,,,,N,3,"Utica Av, Ralph Av, Rockaway Av",2,"A, C",34,0,25.299,1.4,40.678308,-73.919936,"11207, 11221, 11216, 11213, 11212",0,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11233,Brooklyn,Central Brooklyn,2007,"$760,521,000 ","27,584","$27,571 ",27571,,,,,,,N,3,"Utica Av, Ralph Av, Rockaway Av",2,"A, C",34,0,25.299,1.4,40.678308,-73.919936,"11207, 11221, 11216, 11213, 11212",0,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11233,Brooklyn,Central Brooklyn,2008,"$801,271,000 ","25,700","$31,178 ",31178,,,,,,,N,3,"Utica Av, Ralph Av, Rockaway Av",2,"A, C",34,0,25.299,1.4,40.678308,-73.919936,"11207, 11221, 11216, 11213, 11212",0,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
11233,Brooklyn,Central Brooklyn,2009,"$847,940,000 ","26,597","$31,881 ",31881,,,,,,,N,3,"Utica Av, Ralph Av, Rockaway Av",2,"A, C",34,0,25.299,1.4,40.678308,-73.919936,"11207, 11221, 11216, 11213, 11212",0,purple,38,43818.55709,64797.35987,0.83252179,0.960932841
11234,Brooklyn,Canarsie and Flatlands,2001,"$1,746,601,000 ","31,243","$55,904 ",55904,,,,,,,Y,,,,,17,0,165.244,7.5,40.60508,-73.911721,"11236, 11203, 11210, 11229",0,purple,38,52061.08675,80382.83593,0,0
11234,Brooklyn,Canarsie and Flatlands,2002,"$1,746,468,000 ","30,815","$56,676 ",56676,,,,,,,Y,,,,,17,0,165.244,7.5,40.60508,-73.911721,"11236, 11203, 11210, 11229",0,purple,38,51446.63339,78836.50594,0,0
11235,Brooklyn,Southern Brooklyn,2001,"$1,328,481,000 ","24,853","$53,454 ",53454,,,,,,,Y,3,"Sheepshead Bay, Brighton Beach, Ocean Pkwy",2,"B, Q",11,0,58.416,2.3,40.583949,-73.949096,"11229, 11223, 11224",0,purple,38,52061.08675,80382.83593,0,0
11235,Brooklyn,Southern Brooklyn,2002,"$1,309,132,000 ","24,571","$53,280 ",53280,,,,,,,Y,3,"Sheepshead Bay, Brighton Beach, Ocean Pkwy",2,"B, Q",11,0,58.416,2.3,40.583949,-73.949096,"11229, 11223, 11224",0,purple,38,51446.63339,78836.50594,0,0
11236,Brooklyn,Canarsie and Flatlands,2001,"$1,298,781,000 ","35,108","$36,994 ",36994,,,,,,,Y,2,"E 105 St, Canarsie - Rockaway Pkwy",1,L,11,0,11.487,3.6,40.639413,-73.900664,"11239, 11207, 11212, 11203, 11234",0,purple,38,52061.08675,80382.83593,0,0
11236,Brooklyn,Canarsie and Flatlands,2002,"$1,320,141,000 ","34,980","$37,740 ",37740,,,,,,,Y,2,"E 105 St, Canarsie - Rockaway Pkwy",1,L,11,0,11.487,3.6,40.639413,-73.900664,"11239, 11207, 11212, 11203, 11234",0,purple,38,51446.63339,78836.50594,0,0
11236,Brooklyn,Canarsie and Flatlands,2004,"$1,374,288,000 ","39,485","$34,805 ",34805,,,,,,,Y,2,"E 105 St, Canarsie - Rockaway Pkwy",1,L,11,0,11.487,3.6,40.639413,-73.900664,"11239, 11207, 11212, 11203, 11234",0,purple,38,43532.17044,63267.33923,0,0
11236,Brooklyn,Canarsie and Flatlands,2005,"$1,416,729,000 ","39,756","$35,636 ",35636,,,,,,,Y,2,"E 105 St, Canarsie - Rockaway Pkwy",1,L,11,0,11.487,3.6,40.639413,-73.900664,"11239, 11207, 11212, 11203, 11234",0,purple,38,43487.57892,64127.4283,0.822550449,0.978768815
11236,Brooklyn,Canarsie and Flatlands,2006,"$1,498,506,000 ","40,962","$36,583 ",36583,,,,,,,Y,2,"E 105 St, Canarsie - Rockaway Pkwy",1,L,11,0,11.487,3.6,40.639413,-73.900664,"11239, 11207, 11212, 11203, 11234",0,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11236,Brooklyn,Canarsie and Flatlands,2007,"$1,610,154,000 ","44,838","$35,910 ",35910,,,,,,,Y,2,"E 105 St, Canarsie - Rockaway Pkwy",1,L,11,0,11.487,3.6,40.639413,-73.900664,"11239, 11207, 11212, 11203, 11234",0,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11236,Brooklyn,Canarsie and Flatlands,2008,"$1,676,040,000 ","43,240","$38,761 ",38761,,,,,,,Y,2,"E 105 St, Canarsie - Rockaway Pkwy",1,L,11,0,11.487,3.6,40.639413,-73.900664,"11239, 11207, 11212, 11203, 11234",0,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
11236,Brooklyn,Canarsie and Flatlands,2009,"$1,713,749,000 ","43,566","$39,337 ",39337,,,,,,,Y,2,"E 105 St, Canarsie - Rockaway Pkwy",1,L,11,0,11.487,3.6,40.639413,-73.900664,"11239, 11207, 11212, 11203, 11234",0,purple,38,43818.55709,64797.35987,0.83252179,0.960932841
11236,Brooklyn,Canarsie and Flatlands,2010,"$1,752,170,000 ","44,855","$39,063 ",39063,,,,,,,Y,2,"E 105 St, Canarsie - Rockaway Pkwy",1,L,11,0,11.487,3.6,40.639413,-73.900664,"11239, 11207, 11212, 11203, 11234",0,purple,38,44081.30464,64251.15544,0.791133741,0.921456724
11236,Brooklyn,Canarsie and Flatlands,2011,"$1,790,380,000 ","46,028","$38,898 ",38898,"$61,794.00 ","$71,984.00 ",$46.78 ,59.90%,4.90%,35.10%,Y,2,"E 105 St, Canarsie - Rockaway Pkwy",1,L,11,0,11.487,3.6,40.639413,-73.900664,"11239, 11207, 11212, 11203, 11234",0,purple,38,43502.16391,62963.96339,0.749871815,0.846616676
11236,Brooklyn,Canarsie and Flatlands,2012,"$1,797,652,000 ","45,200","$39,771 ",39771,"$60,758.00 ","$72,182.00 ",$93.22 ,59.80%,6.20%,33.90%,Y,2,"E 105 St, Canarsie - Rockaway Pkwy",1,L,11,0,11.487,3.6,40.639413,-73.900664,"11239, 11207, 11212, 11203, 11234",0,purple,38,43806.49461,64178.36753,0.743871403,0.814889738
11237,Brooklyn,Bushwick and Williamsburg,2001,"$337,511,000 ","14,381","$23,469 ",23469,,,,,,,N,5,"Myrtle - Wyckoff Avs, Knickerbocker Av, Jefferson St, DeKalb Av, Myrtle - Wyckoff Avs",2,"M, L",4,0,11.046,1,40.70416,-73.921139,"11211, 11206, 11221, 11207, 11385",0,purple,38,52061.08675,80382.83593,0,0
11237,Brooklyn,Bushwick and Williamsburg,2002,"$348,770,000 ","14,169","$24,615 ",24615,,,,,,,N,5,"Myrtle - Wyckoff Avs, Knickerbocker Av, Jefferson St, DeKalb Av, Myrtle - Wyckoff Avs",2,"M, L",4,0,11.046,1,40.70416,-73.921139,"11211, 11206, 11221, 11207, 11385",0,purple,38,51446.63339,78836.50594,0,0
11237,Brooklyn,Bushwick and Williamsburg,2004,"$369,928,000 ","16,813","$22,002 ",22002,,,,,,,N,5,"Myrtle - Wyckoff Avs, Knickerbocker Av, Jefferson St, DeKalb Av, Myrtle - Wyckoff Avs",2,"M, L",4,0,11.046,1,40.70416,-73.921139,"11211, 11206, 11221, 11207, 11385",0,purple,38,43532.17044,63267.33923,0,0
11237,Brooklyn,Bushwick and Williamsburg,2005,"$386,546,000 ","17,298","$22,346 ",22346,,,,,,,N,5,"Myrtle - Wyckoff Avs, Knickerbocker Av, Jefferson St, DeKalb Av, Myrtle - Wyckoff Avs",2,"M, L",4,0,11.046,1,40.70416,-73.921139,"11211, 11206, 11221, 11207, 11385",0,purple,38,43487.57892,64127.4283,0.822550449,0.978768815
11237,Brooklyn,Bushwick and Williamsburg,2006,"$422,256,000 ","17,979","$23,486 ",23486,,,,,,,N,5,"Myrtle - Wyckoff Avs, Knickerbocker Av, Jefferson St, DeKalb Av, Myrtle - Wyckoff Avs",2,"M, L",4,0,11.046,1,40.70416,-73.921139,"11211, 11206, 11221, 11207, 11385",0,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11237,Brooklyn,Bushwick and Williamsburg,2007,"$460,860,000 ","19,901","$23,158 ",23158,,,,,,,N,5,"Myrtle - Wyckoff Avs, Knickerbocker Av, Jefferson St, DeKalb Av, Myrtle - Wyckoff Avs",2,"M, L",4,0,11.046,1,40.70416,-73.921139,"11211, 11206, 11221, 11207, 11385",0,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11237,Brooklyn,Bushwick and Williamsburg,2008,"$493,655,000 ","19,022","$25,952 ",25952,,,,,,,N,5,"Myrtle - Wyckoff Avs, Knickerbocker Av, Jefferson St, DeKalb Av, Myrtle - Wyckoff Avs",2,"M, L",4,0,11.046,1,40.70416,-73.921139,"11211, 11206, 11221, 11207, 11385",0,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
11237,Brooklyn,Bushwick and Williamsburg,2009,"$507,272,000 ","19,511","$25,999 ",25999,,,,,,,N,5,"Myrtle - Wyckoff Avs, Knickerbocker Av, Jefferson St, DeKalb Av, Myrtle - Wyckoff Avs",2,"M, L",4,0,11.046,1,40.70416,-73.921139,"11211, 11206, 11221, 11207, 11385",0,purple,38,43818.55709,64797.35987,0.83252179,0.960932841
11238,Brooklyn,Central Brooklyn,2001,"$840,648,000 ","19,708","$42,655 ",42655,,,,,,,N,9,"Franklin Av, Park Pl, Clinton - Washington Avs, Franklin Av, Classon Av, Clinton - Washington Avs, Grand Army Plaza, Eastern Pkwy - Brooklyn Museum, Franklin Av",7,"D, C, G, 2, 3, 4, 5",16,0,73.843,1.1,40.679171,-73.963804,"11205, 11217, 11215, 11225, 11216",0,purple,38,52061.08675,80382.83593,0,0
11238,Brooklyn,Central Brooklyn,2002,"$844,726,000 ","19,370","$43,610 ",43610,,,,,,,N,9,"Franklin Av, Park Pl, Clinton - Washington Avs, Franklin Av, Classon Av, Clinton - Washington Avs, Grand Army Plaza, Eastern Pkwy - Brooklyn Museum, Franklin Av",7,"D, C, G, 2, 3, 4, 5",16,0,73.843,1.1,40.679171,-73.963804,"11205, 11217, 11215, 11225, 11216",0,purple,38,51446.63339,78836.50594,0,0
11238,Brooklyn,Central Brooklyn,2004,"$984,219,000 ","23,360","$42,133 ",42133,,,,,,,N,9,"Franklin Av, Park Pl, Clinton - Washington Avs, Franklin Av, Classon Av, Clinton - Washington Avs, Grand Army Plaza, Eastern Pkwy - Brooklyn Museum, Franklin Av",7,"D, C, G, 2, 3, 4, 5",16,0,73.843,1.1,40.679171,-73.963804,"11205, 11217, 11215, 11225, 11216",0,purple,38,43532.17044,63267.33923,0,0
11238,Brooklyn,Central Brooklyn,2005,"$1,076,847,000 ","23,569","$45,689 ",45689,,,,,,,N,9,"Franklin Av, Park Pl, Clinton - Washington Avs, Franklin Av, Classon Av, Clinton - Washington Avs, Grand Army Plaza, Eastern Pkwy - Brooklyn Museum, Franklin Av",7,"D, C, G, 2, 3, 4, 5",16,0,73.843,1.1,40.679171,-73.963804,"11205, 11217, 11215, 11225, 11216",0,purple,38,43487.57892,64127.4283,0.822550449,0.978768815
11238,Brooklyn,Central Brooklyn,2006,"$1,201,302,000 ","24,621","$48,792 ",48792,,,,,,,N,9,"Franklin Av, Park Pl, Clinton - Washington Avs, Franklin Av, Classon Av, Clinton - Washington Avs, Grand Army Plaza, Eastern Pkwy - Brooklyn Museum, Franklin Av",7,"D, C, G, 2, 3, 4, 5",16,0,73.843,1.1,40.679171,-73.963804,"11205, 11217, 11215, 11225, 11216",0,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11238,Brooklyn,Central Brooklyn,2007,"$1,365,047,000 ","27,360","$49,892 ",49892,,,,,,,N,9,"Franklin Av, Park Pl, Clinton - Washington Avs, Franklin Av, Classon Av, Clinton - Washington Avs, Grand Army Plaza, Eastern Pkwy - Brooklyn Museum, Franklin Av",7,"D, C, G, 2, 3, 4, 5",16,0,73.843,1.1,40.679171,-73.963804,"11205, 11217, 11215, 11225, 11216",0,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11238,Brooklyn,Central Brooklyn,2008,"$1,471,365,000 ","26,156","$56,253 ",56253,,,,,,,N,9,"Franklin Av, Park Pl, Clinton - Washington Avs, Franklin Av, Classon Av, Clinton - Washington Avs, Grand Army Plaza, Eastern Pkwy - Brooklyn Museum, Franklin Av",7,"D, C, G, 2, 3, 4, 5",16,0,73.843,1.1,40.679171,-73.963804,"11205, 11217, 11215, 11225, 11216",0,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
11238,Brooklyn,Central Brooklyn,2009,"$1,495,848,000 ","26,887","$55,635 ",55635,,,,,,,N,9,"Franklin Av, Park Pl, Clinton - Washington Avs, Franklin Av, Classon Av, Clinton - Washington Avs, Grand Army Plaza, Eastern Pkwy - Brooklyn Museum, Franklin Av",7,"D, C, G, 2, 3, 4, 5",16,0,73.843,1.1,40.679171,-73.963804,"11205, 11217, 11215, 11225, 11216",0,purple,38,43818.55709,64797.35987,0.83252179,0.960932841
11239,Brooklyn,Canarsie and Flatlands,2001,"$155,912,000 ","4,912","$31,741 ",31741,,,,,,,Y,,,,,2,0,3.162,0.6,40.647735,-73.879477,"11208, 11207, 11236",0,purple,38,52061.08675,80382.83593,0,0
11239,Brooklyn,Canarsie and Flatlands,2002,"$164,436,000 ","4,845","$33,939 ",33939,,,,,,,Y,,,,,2,0,3.162,0.6,40.647735,-73.879477,"11208, 11207, 11236",0,purple,38,51446.63339,78836.50594,0,0
11239,Brooklyn,Canarsie and Flatlands,2004,"$177,223,000 ","5,786","$30,630 ",30630,,,,,,,Y,,,,,2,0,3.162,0.6,40.647735,-73.879477,"11208, 11207, 11236",0,purple,38,43532.17044,63267.33923,0,0
11239,Brooklyn,Canarsie and Flatlands,2005,"$185,747,000 ","5,808","$31,981 ",31981,,,,,,,Y,,,,,2,0,3.162,0.6,40.647735,-73.879477,"11208, 11207, 11236",0,purple,38,43487.57892,64127.4283,0.822550449,0.978768815
11239,Brooklyn,Canarsie and Flatlands,2006,"$193,440,000 ","6,600","$29,309 ",29309,,,,,,,Y,,,,,2,0,3.162,0.6,40.647735,-73.879477,"11208, 11207, 11236",0,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11239,Brooklyn,Canarsie and Flatlands,2007,"$209,543,000 ","7,860","$26,659 ",26659,,,,,,,Y,,,,,2,0,3.162,0.6,40.647735,-73.879477,"11208, 11207, 11236",0,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11239,Brooklyn,Canarsie and Flatlands,2008,"$220,482,000 ","6,522","$33,806 ",33806,,,,,,,Y,,,,,2,0,3.162,0.6,40.647735,-73.879477,"11208, 11207, 11236",0,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
11239,Brooklyn,Canarsie and Flatlands,2009,"$226,918,000 ","6,327","$35,865 ",35865,,,,,,,Y,,,,,2,0,3.162,0.6,40.647735,-73.879477,"11208, 11207, 11236",0,purple,38,43818.55709,64797.35987,0.83252179,0.960932841
11239,Brooklyn,Canarsie and Flatlands,2010,"$235,543,000 ","6,458","$36,473 ",36473,,,,,,,Y,,,,,2,0,3.162,0.6,40.647735,-73.879477,"11208, 11207, 11236",0,purple,38,44081.30464,64251.15544,0.791133741,0.921456724
11239,Brooklyn,Canarsie and Flatlands,2011,"$235,674,000 ","6,430","$36,652 ",36652,"$23,941.00 ","$34,784.00 ",$379.20 ,39.40%,5.30%,55.40%,Y,,,,,2,0,3.162,0.6,40.647735,-73.879477,"11208, 11207, 11236",0,purple,38,43502.16391,62963.96339,0.749871815,0.846616676
11239,Brooklyn,Canarsie and Flatlands,2012,"$242,797,000 ","6,660","$36,456 ",36456,"$24,640.00 ","$35,836.00 ",$358.92 ,39.30%,6.30%,54.50%,Y,,,,,2,0,3.162,0.6,40.647735,-73.879477,"11208, 11207, 11236",0,purple,38,43806.49461,64178.36753,0.743871403,0.814889738
11239,Brooklyn,Canarsie and Flatlands,2013,"$248,163,000 ","6,790","$36,548 ",36548,"$26,275.00 ","$36,453.00 ",$354.63 ,38.90%,6.20%,55.00%,Y,,,,,2,0,3.162,0.6,40.647735,-73.879477,"11208, 11207, 11236",0,purple,38,43815.08331,64311.00676,0.775961819,0.83549439
11239,Brooklyn,Canarsie and Flatlands,2014,"$256,249,000 ","6,820","$37,573 ",37573,"$27,886.00 ","$38,019.00 ",$369.62 ,40.20%,7.60%,52.10%,Y,,,,,2,0,3.162,0.6,40.647735,-73.879477,"11208, 11207, 11236",0,purple,38,44754.1094,66383.317,0.834928415,0.869141886
11239,Brooklyn,Canarsie and Flatlands,2015,"$271,820,000 ","6,950","$39,111 ",39111,"$26,186.00 ","$34,840.00 ",$377.32 ,39.80%,6.70%,53.50%,Y,,,,,2,0,3.162,0.6,40.647735,-73.879477,"11208, 11207, 11236",0,purple,38,46874.6,69680,0.890887346,0.913241778
11354,Queens,North Queens,2001,"$713,874,000 ","15,342","$46,531 ",46531,,,,,,,Y,1,Flushing - Main St,1,7,11,0,26.576,2.2,40.768208,-73.827403,"11356, 11357, 11358, 11355, 11368",0,purple,38,52061.08675,80382.83593,0,0
11354,Queens,North Queens,2002,"$723,046,000 ","15,389","$46,985 ",46985,,,,,,,Y,1,Flushing - Main St,1,7,11,0,26.576,2.2,40.768208,-73.827403,"11356, 11357, 11358, 11355, 11368",0,purple,38,51446.63339,78836.50594,0,0
