ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI,AGI_num,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Price_Index,Color,Probability,IncomeLow,IncomeHigh,HouseLow,HouseHigh
10019,Manhattan,Chelsea and Clinton,2015,"$7,435,163,000 ","24,850","$299,202 ",299202,"$94,022.00 ","$144,753.00 ","$1,490.55 ",69.40%,4.20%,26.50%,Y,7,"5 Av/59 St, 57 St - 7 Av, 49 St, 50 St, 57 St, 7 Av, 50 St",10,"N, W, R, Q, C, E, F, B, D, 1",3,1,7.127,0.7,40.765823,-73.987169,"10023, 10022, 10036",1.02,purple,38,46874.6,69680,0.890887346,0.913241778
10302,Staten Island,Port Richmond,2006,"$309,982,000 ","6,791","$45,646 ",45646,,,,,,,Y,,,,,6,0,13.151,1.2,40.630688,-74.137776,"10303, 10310, 10314",1.02,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11434,Queens,Jamaica,2006,"$945,759,000 ","26,175","$36,132 ",36132,,,,,,,N,,,,,8,0,193.9,3.2,40.676808,-73.776425,"11413, 11412, 11433, 11436",1.02,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11427,Queens,Southeast Queens,2007,"$559,043,000 ","11,372","$49,160 ",49160,,,,,,,N,,,,,2,0,0.821,1.6,40.730904,-73.745661,"11426, 11362, 11364, 11423, 11428",1.02,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11212,Brooklyn,Central Brooklyn,2009,"$969,151,000 ","34,564","$28,039 ",28039,,,,,,,N,4,"Sutter Av, Sutter Av - Rutland Rd, Saratoga Av, Rockaway Av",2,"L, 3",37,0,34.355,1.5,40.662936,-73.913029,"11213, 11233, 11207, 11236, 11203",1.02,purple,38,43818.55709,64797.35987,0.83252179,0.960932841
10464,Bronx,Southeast Bronx,2010,"$148,196,000 ","2,096","$70,704 ",70704,,,,,,,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,1.02,purple,38,44081.30464,64251.15544,0.791133741,0.921456724
10310,Staten Island,Port Richmond,2007,"$559,886,000 ","10,484","$53,404 ",53404,,,,,,,Y,,,,,9,0,37.992,1.8,40.632648,-74.116148," 10302, 10314, 10301",1.02,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
10307,Staten Island,South Shore,2007,"$480,445,000 ","6,220","$77,242 ",77242,,,,,,,Y,2,"Tottenville, Arthur Kill",1,SIR,3,0,22.203,2,40.509183,-74.237785,10309,1.02,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11212,Brooklyn,Central Brooklyn,2006,"$838,375,000 ","32,128","$26,095 ",26095,,,,,,,N,4,"Sutter Av, Sutter Av - Rutland Rd, Saratoga Av, Rockaway Av",2,"L, 3",37,0,34.355,1.5,40.662936,-73.913029,"11213, 11233, 11207, 11236, 11203",1.02,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11429,Queens,Southeast Queens,2006,"$420,932,000 ","11,308","$37,224 ",37224,,,,,,,N,,,,,7,0,5.861,1.3,40.709766,-73.738653,"11426, 11428, 11423, 11412, 11411",1.02,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
10306,Staten Island,South Shore,2006,"$1,588,532,000 ","25,447","$62,425 ",62425,,,,,,,Y,5,"Jefferson Av, Grant City, New Dorp, Oakwood Heights, Bay Terrace",1,SIR,9,0,343.795,7.5,40.571768,-74.12595,"10314, 10304, 10305, 10308",1.02,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11693,Queens,Rockaways,2010,"$252,100,000 ","5,543","$45,481 ",45481,,,,,,,Y,3,"Broad Channel, Beach 90 St, Beach 98 St",2,"A, S",9,0,37.224,1,40.590692,-73.809749,"11694, 11692",1.01,purple,38,44081.30464,64251.15544,0.791133741,0.921456724
11419,Queens,Southwest Queens,2008,"$618,684,000 ","19,848","$31,171 ",31171,,,,,,,N,2,"111 St, Ozone Park - Lefferts Blvd",1,A,2,0,4.56,1.1,40.688673,-73.822918,"11420, 11417, 11416, 11418, 11435",1.01,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
11203,Brooklyn,Flatbush,2007,"$1,195,047,000 ","36,500","$32,741 ",32741,,,,,,,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",1.01,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11416,Queens,Southwest Queens,2006,"$288,372,000 ","9,703","$29,720 ",29720,,,,,,,N,1,Aqueduct Racetrack,1,A,4,0,4.41,0.7,40.684654,-73.849548,"11421, 11418, 11419, 11417",1.01,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11426,Queens,Southeast Queens,2007,"$471,211,000 ","8,642","$54,526 ",54526,,,,,,,N,,,,,5,0,81.066,1.4,40.736425,-73.722376,"11362, 11427, 11428, 11429",1.01,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
10306,Staten Island,South Shore,2007,"$1,670,859,000 ","27,637","$60,457 ",60457,,,,,,,Y,5,"Jefferson Av, Grant City, New Dorp, Oakwood Heights, Bay Terrace",1,SIR,9,0,343.795,7.5,40.571768,-74.12595,"10314, 10304, 10305, 10308",1.01,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
10310,Staten Island,Port Richmond,2006,"$529,237,000 ","9,506","$55,674 ",55674,,,,,,,Y,,,,,9,0,37.992,1.8,40.632648,-74.116148," 10302, 10314, 10301",1.01,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11429,Queens,Southeast Queens,2008,"$459,356,000 ","11,885","$38,650 ",38650,,,,,,,N,,,,,7,0,5.861,1.3,40.709766,-73.738653,"11426, 11428, 11423, 11412, 11411",1.01,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
10471,Bronx,Kingsbridge and Riverdale,2012,"$1,336,335,000 ","9,830","$135,945 ",135945,"$71,286.00 ","$108,766.00 ",$388.01 ,54.20%,3.90%,41.90%,Y,1,Van Cortlandt Park - 242 St,1,1,7,0,30.961,2.6,40.898868,-73.903328,"10470, 10467, 10463",1.01,purple,38,43806.49461,64178.36753,0.743871403,0.814889738
11412,Queens,Jamaica,2008,"$642,679,000 ","16,657","$38,583 ",38583,,,,,,,N,,,,,3,0,3.63,1.6,40.698095,-73.758986,"11423, 11429, 11411, 11413, 11434, 11433",1.01,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
11427,Queens,Southeast Queens,2006,"$516,833,000 ","10,613","$48,698 ",48698,,,,,,,N,,,,,2,0,0.821,1.6,40.730904,-73.745661,"11426, 11362, 11364, 11423, 11428",1.01,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
10457,Bronx,Central Bronx,2007,"$1,246,031,000 ","48,504","$25,689 ",25689,,,,,,,N,1,182-183 Sts,2,"B, D",33,1,76.241,1.1,40.84715,-73.89868,"10458, 10460, 10456, 10452, 10453",1.01,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11209,Brooklyn,Southwest Brooklyn,2004,"$1,744,033,000 ","31,334","$55,659 ",55659,,,,,,,Y,3,"77 St, 86 St, Bay Ridge - 95 St",1,R,11,0,21.9,2.2,40.621982,-74.030324,"11220, 11228",1.01,purple,38,43532.17044,63267.33923,0,0
10301,Staten Island,Stapleton and St. George,2007,"$1,022,895,000 ","17,961","$56,951 ",56951,,,,,,,Y,2,"St George, Tompkinsville",1,SIR,21,0,280.462,3.7,40.627456,-74.094407,"10310, 10314, 10304",1.01,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11434,Queens,Jamaica,2008,"$1,069,480,000 ","28,175","$37,958 ",37958,,,,,,,N,,,,,8,0,193.9,3.2,40.676808,-73.776425,"11413, 11412, 11433, 11436",1,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
11435,Queens,Jamaica,2008,"$859,506,000 ","23,309","$36,874 ",36874,,,,,,,N,3,"Sutphin Blvd, Briarwood - Van Wyck Blvd, Sutphin Blvd - Archer Av - JFK Airport",4,"E, F, J, Z",8,0,9.772,1.5,40.701265,-73.809605,"11436, 11433, 11432, 11367, 11415, 11418, 11419, 11420",1,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
10312,Staten Island,South Shore,2006,"$1,899,663,000 ","27,879","$68,140 ",68140,,,,,,,Y,3,"Eltingville, Annadale, Huguenot",1,SIR,23,1,447.281,7.7,40.545237,-74.180443,"10308, 10314, 10309",1,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11418,Queens,Southwest Queens,2006,"$520,740,000 ","14,797","$35,192 ",35192,,,,,,,N,4,"121 St, 111 St, 104 St, Jamaica - Van Wyck",3,"J, Z, E",1,0,0.005,1.6,40.700272,-73.835971,"11385, 11415, 11435, 11419, 11416, 11421",1,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
10003,Manhattan,Lower East Side,2015,"$7,459,928,000 ","30,050","$248,251 ",248251,"$98,151.00 ","$161,692.00 ","$1,816.36 ",63.50%,4.10%,32.40%,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",1,purple,38,46874.6,69680,0.890887346,0.913241778
11694,Queens,Rockaways,2009,"$693,778,000 ","8,453","$82,075 ",82075,,,,,,,Y,2,"Beach 105 St, Rockaway Park - Beach 116 St",3,"A, S, 6",12,0,229.724,1.4,40.57827,-73.844762,"11697, 11693",1,purple,38,43818.55709,64797.35987,0.83252179,0.960932841
11421,Queens,Southwest Queens,2006,"$588,330,000 ","16,925","$34,761 ",34761,,,,,,,N,3,"Woodhaven Blvd, 85 St - Forest Pkwy, 75 St",2,"J, Z",3,0,1.431,1.3,40.694062,-73.858626,"11385, 11418, 11416",1,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11208,Brooklyn,East New York and New Lots,2006,"$889,488,000 ","34,817","$25,548 ",25548,,,,,,,Y,8,"Cypress Hills, Crescent St, Norwood Av, Cleveland St, Shepherd Av, Euclid Av, Grant Av, Flushing Av",6,"J, Z, C, A, C, G",27,0,22.967,3.5,40.669769,-73.871372,"11207, 11239, 11414, 11417, 11416, 11421, 11385",1,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
10309,Staten Island,South Shore,2006,"$926,824,000 ","13,445","$68,934 ",68934,,,,,,,Y,3,"Prince's Bay, Pleasant Plains, Richmond Valley",1,SIR,10,0,381.403,6.7,40.531346,-74.219857,"10314, 10312, 10307",1,blue,65,44350.42332,66478.2646,0.893471665,1.130588767
11691,Queens,Rockaways,2011,"$787,092,000 ","22,140","$35,551 ",35551,"$38,415.00 ","$54,866.00 ",$252.25 ,49.90%,6.20%,43.80%,Y,4,"Beach 44 St, Beach 36 St, Beach 25 St, Far Rockaway - Mott Av",1,A,16,0,81.202,2.8,40.601278,-73.761651,11692,1,blue,65,43502.16391,62963.96339,0.749871815,0.846616676
10308,Staten Island,South Shore,2007,"$874,686,000 ","13,544","$64,581 ",64581,,,,,,,Y,1,Great Kills,1,SIR,5,0,71.094,2,40.551884,-74.147646,"10306, 10314, 10312",0.99,blue,65,43326.83186,63664.85351,0.892759679,1.135458269
10473,Bronx,Southeast Bronx,2009,"$942,554,000 ","26,666","$35,347 ",35347,,,,,,,Y,,,,,15,0,309.784,2.2,40.81869,-73.858474,"10465, 10472, 10474",0.99,blue,65,43818.55709,64797.35987,0.83252179,0.960932841
10464,Bronx,Southeast Bronx,2005,"$125,058,000 ","1,983","$63,065 ",63065,,,,,,,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,0.99,blue,65,43487.57892,64127.4283,0.822550449,0.978768815
11435,Queens,Jamaica,2006,"$786,433,000 ","22,286","$35,288 ",35288,,,,,,,N,3,"Sutphin Blvd, Briarwood - Van Wyck Blvd, Sutphin Blvd - Archer Av - JFK Airport",4,"E, F, J, Z",8,0,9.772,1.5,40.701265,-73.809605,"11436, 11433, 11432, 11367, 11415, 11418, 11419, 11420",0.99,blue,65,44350.42332,66478.2646,0.893471665,1.130588767
11435,Queens,Jamaica,2006,"$253,203,000 ","7,485","$33,828 ",33828,,,,,,,N,3,"Sutphin Blvd, Briarwood - Van Wyck Blvd, Sutphin Blvd - Archer Av - JFK Airport",4,"E, F, J, Z",8,0,9.772,1.5,40.701265,-73.809605,"11436, 11433, 11432, 11367, 11415, 11418, 11419, 11420",0.99,blue,65,44350.42332,66478.2646,0.893471665,1.130588767
10459,Bronx,Hunts Point and Mott Haven,2010,"$524,926,000 ","20,331","$25,819 ",25819,,,,,,,N,7,"Whitlock Av, Hunts Point Av, Longwood Av, Freeman St, Simpson St, Intervale Av, Prospect Av",1,6,22,1,19.087,0.8,40.825867,-73.892942,"10455, 10456, 10460, 10472, 10474",0.99,blue,65,44081.30464,64251.15544,0.791133741,0.921456724
10019,Manhattan,Chelsea and Clinton,2014,"$7,197,519,000 ","24,490","$293,896 ",293896,"$90,174.00 ","$137,685.00 ","$1,400.54 ",69.10%,4.50%,26.30%,Y,7,"5 Av/59 St, 57 St - 7 Av, 49 St, 50 St, 57 St, 7 Av, 50 St",10,"N, W, R, Q, C, E, F, B, D, 1",3,1,7.127,0.7,40.765823,-73.987169,"10023, 10022, 10036",0.99,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10304,Staten Island,Stapleton and St. George,2007,"$1,182,126,000 ","19,118","$61,833 ",61833,,,,,,,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.99,blue,65,43326.83186,63664.85351,0.892759679,1.135458269
11423,Queens,Jamaica,2006,"$540,554,000 ","13,188","$40,988 ",40988,,,,,,,N,,,,,4,0,7.113,1.4,40.715606,-73.768471,"11412, 11429, 11428, 11427, 11364, 11366, 11432, 11433",0.99,blue,65,44350.42332,66478.2646,0.893471665,1.130588767
11428,Queens,Southeast Queens,2008,"$390,012,000 ","9,216","$42,319 ",42319,,,,,,,N,,,,,1,0,0.03,0.8,40.721016,-73.742245,"11426, 11427, 11423, 11429",0.99,blue,65,44541.41962,64579.99543,0.890607641,1.042492584
11369,Queens,West Queens,2007,"$460,961,000 ","15,578","$29,591 ",29591,,,,,,,Y,,,,,12,0,8.72,1.1,40.763365,-73.872374,"11371, 11370, 11372, 11368",0.99,blue,65,43326.83186,63664.85351,0.892759679,1.135458269
10312,Staten Island,South Shore,2007,"$2,024,196,000 ","29,467","$68,694 ",68694,,,,,,,Y,3,"Eltingville, Annadale, Huguenot",1,SIR,23,1,447.281,7.7,40.545237,-74.180443,"10308, 10314, 10309",0.99,blue,65,43326.83186,63664.85351,0.892759679,1.135458269
11207,Brooklyn,East New York and New Lots,2007,"$986,960,000 ","39,068","$25,263 ",25263,,,,,,,N,17,"Van Siclen Av, Alabama Av, Broadway Jct, Chauncey St, Wilson Av, Bushwick Av - Aberdeen St, Broadway Jct, Atlantic Av, Livonia Av, New Lots Av, Broadway Jct, Liberty Av, Van Siclen Av, Junius St, Pennsylvania Av, Van Siclen Av, New Lots Av",6,"J, Z, L, A, C, 3",55,0,52.882,2.7,40.670747,-73.894209,"11208, 11239, 11236, 11212, 11233, 11221, 11237, 11385",0.99,blue,65,43326.83186,63664.85351,0.892759679,1.135458269
10305,Staten Island,Stapleton and St. George,2006,"$942,787,000 ","17,417","$54,130 ",54130,,,,,,,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.99,blue,65,44350.42332,66478.2646,0.893471665,1.130588767
10305,Staten Island,Stapleton and St. George,2007,"$1,016,927,000 ","19,465","$52,244 ",52244,,,,,,,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.99,blue,65,43326.83186,63664.85351,0.892759679,1.135458269
10459,Bronx,Hunts Point and Mott Haven,2011,"$551,603,000 ","21,249","$25,959 ",25959,"$22,458.00 ","$34,701.00 ",$211.42 ,48.10%,8.40%,43.50%,N,7,"Whitlock Av, Hunts Point Av, Longwood Av, Freeman St, Simpson St, Intervale Av, Prospect Av",1,6,22,1,19.087,0.8,40.825867,-73.892942,"10455, 10456, 10460, 10472, 10474",0.99,blue,65,43502.16391,62963.96339,0.749871815,0.846616676
10309,Staten Island,South Shore,2007,"$1,000,757,000 ","14,416","$69,420 ",69420,,,,,,,Y,3,"Prince's Bay, Pleasant Plains, Richmond Valley",1,SIR,10,0,381.403,6.7,40.531346,-74.219857,"10314, 10312, 10307",0.99,blue,65,43326.83186,63664.85351,0.892759679,1.135458269
11234,Brooklyn,Canarsie and Flatlands,2006,"$2,060,040,000 ","38,113","$54,051 ",54051,,,,,,,Y,,,,,17,0,165.244,7.5,40.60508,-73.911721,"11236, 11203, 11210, 11229",0.98,blue,65,44350.42332,66478.2646,0.893471665,1.130588767
10006,Manhattan,Lower Manhattan,2015,"$470,462,000 ","2,430","$193,606 ",193606,"$123,691.00 ","$162,688.00 ","$1,267.17 ",87%,2.40%,10.50%,N,3,"Rector St, Rector St, Wall St",5,"R, W, 1, 4, 5",0,0,0,0.1,40.709614,-74.012954,"10280, 10007, 10038, 10005, 10004",0.98,blue,65,46874.6,69680,0.890887346,0.913241778
10013,Manhattan,Greenwich Village and Soho,2015,"$6,831,617,000 ","15,090","$452,725 ",452725,"$96,667.00 ","$242,875.00 ","$1,736.97 ",62.20%,3%,34.80%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.98,blue,65,46874.6,69680,0.890887346,0.913241778
11414,Queens,Southwest Queens,2010,"$765,639,000 ","12,828","$59,685 ",59685,,,,,,,Y,1,Howard Beach - JFK Airport,1,A,5,0,12.659,2.3,40.657604,-73.844804,11417,0.98,blue,65,44081.30464,64251.15544,0.791133741,0.921456724
10302,Staten Island,Port Richmond,2008,"$339,447,000 ","7,203","$47,126 ",47126,,,,,,,Y,,,,,6,0,13.151,1.2,40.630688,-74.137776,"10303, 10310, 10314",0.98,blue,65,44541.41962,64579.99543,0.890607641,1.042492584
10459,Bronx,Hunts Point and Mott Haven,2009,"$472,185,000 ","18,461","$25,577 ",25577,,,,,,,N,7,"Whitlock Av, Hunts Point Av, Longwood Av, Freeman St, Simpson St, Intervale Av, Prospect Av",1,6,22,1,19.087,0.8,40.825867,-73.892942,"10455, 10456, 10460, 10472, 10474",0.98,blue,65,43818.55709,64797.35987,0.83252179,0.960932841
11203,Brooklyn,Flatbush,2008,"$1,222,126,000 ","34,652","$35,269 ",35269,,,,,,,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.98,blue,65,44541.41962,64579.99543,0.890607641,1.042492584
10017,Manhattan,Gramercy Park and Murray Hill,2015,"$5,231,429,000 ","12,280","$426,012 ",426012,"$106,421.00 ","$160,725.00 ","$1,269.86 ",78.10%,2.70%,19.10%,Y,3,"Grand Central - 42 St, Grand Central - 42 St, Grand Central - 42 St",4,"4, 5, 7, S",4,3,3.951,0.3,40.75236,-73.972493,"10022, 10036, 10018, 10016",0.98,blue,65,46874.6,69680,0.890887346,0.913241778
10301,Staten Island,Stapleton and St. George,2006,"$968,426,000 ","16,157","$59,938 ",59938,,,,,,,Y,2,"St George, Tompkinsville",1,SIR,21,0,280.462,3.7,40.627456,-74.094407,"10310, 10314, 10304",0.98,blue,65,44350.42332,66478.2646,0.893471665,1.130588767
11417,Queens,Southwest Queens,2008,"$517,268,000 ","13,288","$38,927 ",38927,,,,,,,N,5,"80 St, 88 St, Rockaway Blvd, 104 St, Aqueduct - N Conduit Av",1,A,12,0,22.306,1.1,40.676446,-73.844443,"11414, 11420, 11419, 11416",0.98,blue,65,44541.41962,64579.99543,0.890607641,1.042492584
10314,Staten Island,Mid-Island,2006,"$2,266,397,000 ","37,914","$59,777 ",59777,,,,,,,Y,,,,,21,0,902.039,13.7,40.599263,-74.165748,"10303, 10302, 10310, 10301, 10304, 10306, 10308, 10312, 10309",0.97,blue,65,44350.42332,66478.2646,0.893471665,1.130588767
10021,Manhattan,Upper East Side,2015,"$13,597,373,000 ","24,180","$562,340 ",562340,"$115,076.00 ","$218,180.00 ","$1,295.42 ",68.40%,2.10%,29.50%,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",0.97,blue,65,46874.6,69680,0.890887346,0.913241778
10007,Manhattan,Lower Manhattan,2015,"$1,991,084,000 ","3,330","$597,923 ",597923,"$242,392.00 ","$441,278.00 ","$1,702.00 ",68.70%,1.10%,30.20%,N,8,"City Hall, Cortlandt St, Chambers St, World Trade Center, Chambers St, Cortlandt St, Park Pl, Fulton St",10,"R, W, A, C, E, 1, 2, 3, 4, 5",3,0,10.77,0.2,40.713848,-74.007755,"10013, 10038, 10006, 10280",0.97,blue,65,46874.6,69680,0.890887346,0.913241778
11414,Queens,Southwest Queens,2005,"$669,266,000 ","12,560","$53,286 ",53286,,,,,,,Y,1,Howard Beach - JFK Airport,1,A,5,0,12.659,2.3,40.657604,-73.844804,11417,0.97,blue,65,43487.57892,64127.4283,0.822550449,0.978768815
11234,Brooklyn,Canarsie and Flatlands,2007,"$2,200,807,000 ","41,318","$53,265 ",53265,,,,,,,Y,,,,,17,0,165.244,7.5,40.60508,-73.911721,"11236, 11203, 11210, 11229",0.97,blue,65,43326.83186,63664.85351,0.892759679,1.135458269
10314,Staten Island,Mid-Island,2007,"$2,395,248,000 ","41,035","$58,371 ",58371,,,,,,,Y,,,,,21,0,902.039,13.7,40.599263,-74.165748,"10303, 10302, 10310, 10301, 10304, 10306, 10308, 10312, 10309",0.97,blue,65,43326.83186,63664.85351,0.892759679,1.135458269
10029,Manhattan,East Harlem,2015,"$1,835,069,000 ","35,450","$51,765 ",51765,"$31,350.00 ","$60,756.00 ",$860.08 ,50.50%,7%,25.30%,Y,4,"116 St, 110 St, 103 St, 96 St",1,6,12,10,28.68,0.8,40.791763,-73.94397,"10026, 10035, 10128",0.97,blue,65,46874.6,69680,0.890887346,0.913241778
10473,Bronx,Southeast Bronx,2006,"$796,231,000 ","24,093","$33,048 ",33048,,,,,,,Y,,,,,15,0,309.784,2.2,40.81869,-73.858474,"10465, 10472, 10474",0.97,blue,65,44350.42332,66478.2646,0.893471665,1.130588767
11693,Queens,Rockaways,2013,"$250,944,000 ","5,380","$46,644 ",46644,"$50,570.00 ","$60,995.00 ",$279.42 ,49.40%,6.90%,43.70%,Y,3,"Broad Channel, Beach 90 St, Beach 98 St",2,"A, S",9,0,37.224,1,40.590692,-73.809749,"11694, 11692",0.97,blue,65,43815.08331,64311.00676,0.775961819,0.83549439
10463,Bronx,Kingsbridge and Riverdale,2011,"$1,819,861,000 ","32,634","$55,766 ",55766,"$52,505.00 ","$72,426.00 ",$287.19 ,56.10%,6.10%,37.70%,Y,3,"238 St, 231 St, Marble Hill - 225 St",1,1,15,1,35.109,1.4,40.880678,-73.90654,"10471, 10468",0.97,blue,65,43502.16391,62963.96339,0.749871815,0.846616676
11423,Queens,Jamaica,2008,"$587,909,000 ","13,942","$42,168 ",42168,,,,,,,N,,,,,4,0,7.113,1.4,40.715606,-73.768471,"11412, 11429, 11428, 11427, 11364, 11366, 11432, 11433",0.97,blue,65,44541.41962,64579.99543,0.890607641,1.042492584
10306,Staten Island,South Shore,2008,"$1,669,811,000 ","26,184","$63,772 ",63772,,,,,,,Y,5,"Jefferson Av, Grant City, New Dorp, Oakwood Heights, Bay Terrace",1,SIR,9,0,343.795,7.5,40.571768,-74.12595,"10314, 10304, 10305, 10308",0.97,blue,65,44541.41962,64579.99543,0.890607641,1.042492584
11415,Queens,Southwest Queens,2007,"$502,445,000 ","9,794","$51,301 ",51301,,,,,,,N,,,,,3,0,1.565,0.6,40.707917,-73.828212,"11385, 11375, 11435, 11418",0.97,blue,65,43326.83186,63664.85351,0.892759679,1.135458269
10457,Bronx,Central Bronx,2008,"$698,163,000 ","29,023","$24,056 ",24056,,,,,,,N,1,182-183 Sts,2,"B, D",33,1,76.241,1.1,40.84715,-73.89868,"10458, 10460, 10456, 10452, 10453",0.97,blue,65,44541.41962,64579.99543,0.890607641,1.042492584
10307,Staten Island,South Shore,2014,"$536,598,000 ","6,220","$86,270 ",86270,"$86,688.00 ","$104,973.00 ",$274.67 ,55.50%,4.50%,40%,Y,2,"Tottenville, Arthur Kill",1,SIR,3,0,22.203,2,40.509183,-74.237785,10309,0.97,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10457,Bronx,Central Bronx,2006,"$828,004,000 ","33,520","$24,702 ",24702,,,,,,,N,1,182-183 Sts,2,"B, D",33,1,76.241,1.1,40.84715,-73.89868,"10458, 10460, 10456, 10452, 10453",0.97,blue,65,44350.42332,66478.2646,0.893471665,1.130588767
11414,Queens,Southwest Queens,2009,"$741,047,000 ","12,638","$58,636 ",58636,,,,,,,Y,1,Howard Beach - JFK Airport,1,A,5,0,12.659,2.3,40.657604,-73.844804,11417,0.97,blue,65,43818.55709,64797.35987,0.83252179,0.960932841
10310,Staten Island,Port Richmond,2008,"$578,859,000 ","10,159","$56,980 ",56980,,,,,,,Y,,,,,9,0,37.992,1.8,40.632648,-74.116148," 10302, 10314, 10301",0.97,blue,65,44541.41962,64579.99543,0.890607641,1.042492584
10013,Manhattan,Greenwich Village and Soho,2014,"$6,290,937,000 ","15,030","$418,559 ",418559,"$97,228.00 ","$220,757.00 ","$1,555.85 ",61.80%,3.20%,35%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.97,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11415,Queens,Southwest Queens,2015,"$619,425,000 ","9,610","$64,456 ",64456,"$63,756.00 ","$80,334.00 ",$354.08 ,65.60%,3.40%,30.90%,N,,,,,3,0,1.565,0.6,40.707917,-73.828212,"11385, 11375, 11435, 11418",0.96,blue,65,46874.6,69680,0.890887346,0.913241778
11694,Queens,Rockaways,2010,"$686,582,000 ","8,667","$79,218 ",79218,,,,,,,Y,2,"Beach 105 St, Rockaway Park - Beach 116 St",3,"A, S, 6",12,0,229.724,1.4,40.57827,-73.844762,"11697, 11693",0.96,blue,65,44081.30464,64251.15544,0.791133741,0.921456724
10467,Bronx,Bronx Park and Fordham,2015,"$1,495,961,000 ","44,410","$33,685 ",33685,"$35,117.00 ","$46,518.00 ",$349.98 ,52.00%,10.00%,38.00%,N,8,"Norwood - 205 St, Woodlawn, Mosholu Pkwy, 219 St, Gun Hill Rd, Burke Av, Allerton Av, Pelham Pkwy",4,"D, 2, 4, 5",11,0,27.361,2.3,40.869953,-73.865746,"10471, 10470, 10466, 10469, 10462, 10460, 10458",0.96,blue,65,46874.6,69680,0.890887346,0.913241778
10462,Bronx,Southeast Bronx,2010,"$1,401,349,000 ","37,071","$37,802 ",37802,,,,,,,N,5,"Zerega Av, Castle Hill Av, Parkchester, Bronx Park East, Morris Park",1,5,9,0,6.961,1.5,40.84328,-73.860389,"10465, 10472, 10460, 10467, 10461",0.96,blue,65,44081.30464,64251.15544,0.791133741,0.921456724
